,0
68, 재구매했어요 작년 여름에 앰풀 잘못 써서 얼굴 뒤집어졌을 때 진정 효과 보려고 구매했었어요 팩도 하고 닦토로 사용하고 지금까지 사용하다 다 써서 재구매했어요 지금까지 쓴 거 보니  양이 정말 최고긴 해요 여름엔 항상 수분팩했었고 겨울엔 닦토로쓰고듬뿍발라도 흡수 빠르고 바르고 나면 부들부들해 요전 또 재구매할 거예요
69,토너로 우선 닦아내고 다른 거 안 바르고 수분크림만 바르고 자는데 우선 지성이라서 제 기름에 크림까지 더해져서 아침에는 기름 천국 암튼 처음에 발랐을 때부터 조금 번들번들하기는 합니다 아무것도 안 바르는 것보다는 낫겠다 싶어서 발라요 애 그리고 두 세트 이상 구매 시 사은품으로 주신 폼클렌징은 아직 미사용인데 폼클렌징은 뭐 다 비슷할 거라 생각돼서 딱히 가리지 않아서 괜찮고요 용량도 많고 잘 쓰겠습니다
70,가성기 좋은 제품이래 봤자에 만 원 초반대의 가격인데 여기는 개에 만 원이라니 정말 저렴하네요 부담 없이 막 쓰기 좋은 토너를 찾고 싶었는데 찾게 돼서 좋네요 앞으로 여기서만 토너를 사야겠어요 그런데  제품에 잉크 같은 게 묻어있지만 손으로 문지르니 지워집니다 문제 될 건 없지만 타 구매자를 위해 적어봤어요
71,처음 사용할 때는 알코올 성분이 있어서 좀 화하다 싶었는데 이제는 적응이 된 건지 그런 것도 못 느끼고 잘 쓰고 있습니다 이전에 같이 구입한 것들은 잘 안 쓰게 되는데 그런데 토너는 정말 잘 쓰고 있어서 다시 재구매 들어갑니다
72,부드럽고 세안 후 얼굴 당김이 덜해요 더 써봐야 알 거 같아요   토너 수분크림 스크럽  가지 구매했는데 가격은 착하고 화장품은 순하고 가격 저렴해 혹 트러블 생길까 했는데 오랜만에 만난 사람이 피부는 좋아 보인다  하네요 덤으로 폼클렌징 보내 주셨는데 아직 쓰던 거 남아서 여드름으로 스트레스받는 아들에게 양보할렵니다
73,생소한 브랜드였지만 써보니 나름 나름 괜찮아요 토너가 알코올 성분이 조금 들어가 있어서 화장솜에 해서 닦아내는데도 그 화한 기운이 남아서 한동안 살짝 화끈화끈합니다 향이 처음에는 쑥의 향이 올라오다가 다른 허브들의 향까지 나중에는 다 섞여서 무슨 풀뿌리 양 같은 그런 향의 느낌까지 개인적으로 느끼기에 그래도 저렴한 가격에 용량도 많아서 한동안 잘 쓸듯합니다
74,대용량에 은은한 쑥 향도 만족해요 기본 자 이상 작성 시  즉시 지급 이미지 등록 시  즉시 추가 지급 개당 상품 가격이 원 이하 상품은 적립 대상에서 제외되며 리뷰 포인트는 최초 회 작성 시에만 지급됩니다 같은 단어가 반복된 내용은 임의로 삭제되며 지급된 포인트가 회수될 수 있습니다 다른 고객님들에게 유용한 상품 리뷰를 작성해주세요
75,향이  쑥 향은 아닌데 그렇다고 상큼한 향은 아니고 무향에 가까운 약 품행이랄까 에다 대용량이라 욕실에 두고 바로바로  몸과 얼굴 목선에  듬뿍듬뿍 아낌없이 바르려고요 토너만 발랐는데 번들번들 수분크림도 같이 사서 위에 바르니 버들 번들 걸려요 흡수라기보단 층이 형성되어  보습은 되는 거 같아요  아직 트러블은 안 생겼어요 일째 바르는데   토너 솜에 적셔 피부 진정은 도움 되어요
76,닦토로쓰게된지년이네요양도많고저렴하고순해서이번에도주문했어요크림도같이주문해서인지썬젤사은품으로주셨네요손등에발라봤더니촉촉하니금방흡수되네요유통기한이월까지긴하지만올여름잘쓰면될거같아요감사합니다
77,포인트도 쓰고 해서 아주 저렴하게 구입했고 상품평도 봤지만 반신반의하며 별 기대를 하지 않았어요 쑥 향이 너무 강할까 걱정도 했는데 쑥 향보다는 허브향이 더 나고요 우선 써본 마몽드 대용량 로즈 스킨과 비교하면 그냥 물 같은 느낌이어서 한번 쓰고  지성인 신랑을 줬어요 근데 이건 제가 중 건성인데 촉촉하고 발림성도 좋아요 대용량이라 아낌없이 바르려  해요
78,대박 쓰 사서 뜯은지 얼마 안 됐는데 아침저녁으로 꾸준히 발랐더니 꽤 많이 썼네요 이래서 대용량 토너를 사죠  트러블도 많이 진정되는 편입니다 한번 트러블 나면 엄청 심학 나서 고생하는 편인데 도움이 되는 것 같아요
79,저는 약 년째 쓰는 중이에요 아침저녁으로 딱도 데일리로 아침 해 저녁 회 사용합니다 대용량 찾다가 우연히 만난 토너 너무 좋아요 가볍게 각질 정리도 되는 거 같아 요전 각질제거 제품을 사용해 본 적이 아마 토너 만나기 전인 거 같습니다 
80,너무 마음에 들어요 추천합니다 엄청 싸게 샀어요 저렇게 대용량에  플러스이라 미리  해서 리터인데 만원 초반이라니 게다가 저는 여기저기 쿠폰이 포인트까지 긁어모아서 천 원가량이 샀습니다 지금 한 주 썼는데 화장솜 흥건히 적셔서 매일 쓰고 있는데도 줄어들지가  않습니다 지성 피부인데 산뜻한 느낌도 들고 무엇보다 수분감도 채워줘서 대만족 재구매 의사 있습니다 
81,일단 향이 강하지 않아 좋아요 은은 처음 사용해보는 거라 화장솜에 듬뿍젹셔 양볼과 이마에 올려 두드리며 흡수시켰어요 손으로 바르기엔 좀 묽어요 최근 지방으로 이사하고 환경이 바뀌어 그런가 전에 없던 트러블이 살짝 있는데 기대해요 진정되기를 일단 첫 사용에 느낌이 좋아요
82,용량이 혜자라서 닦도 하기 좋네요 아까워서 스킨도 손에다 바로 찹찹 바르는 대용량이 많으니 솜에 듬뿍하고 바르네요 첨에는 약간 자극 있는데 얼굴 보니 빨갛거나 자극 있진 않고 몇 초 기다리니 괜찮아지네요 쑥 성분 들어갔으니 달 후가 기대됩니다
83,이 토너 정말 좋네요 아무 생각 없이 싸서 사본 건데 닥터로 슥슥 닦아줬을 뿐 다른 기초는 바뀐 게 전혀 없는데 피부 꽤 깨끗해지고 뾰루지도 덜나요 엄청 만족합니다 저는  원에 샀는데 지금은 폼클렌징 껴주고 원이네요 판매자님 그냥 폼클렌징 필요 없으니까 조금이라도 저렴하게 오래 팔아주세요 다들 저와 같은 마음일 거예요  다 쓰면 또 사러 올게요
84,쭉 사용하고 있는 상품이라 반 정도 남아서 구매했습니다 닥터로 사용하기에 좋은 상품이며 각질제거 잘 되고요 미스트로 사용하기에도 나쁘지 않습니다 워낙에 악건성이라 가끔 화장솜에 팩처럼 사용하고 있고요 스킨으로도 잘 사용하고 있습니다 가격 향 발림성 가볍게 사용하기 좋은 상품입니다 꼼꼼한 포장과 빠른 배송의 감사드리오며 잘 사용하고 또 오겠습니다 번창하세요
85,바흐 아하 성분이 있다 보니 트러블 바로 위에 쓰면 따가운 자극이 느껴지긴 합니다 생리기간에 난 뾰루지 가라앉히려고 닦토했는데 아프지 않게 가라앉네요 코나 턱 미간 위주로 꼼꼼히 닦아주니 따로 각질 케어할 필요 없는 듯해요
86,진짜 대용량이에요닦토가 필요해서 산 건데 이거 한참 쓰겠어요 향이나 발림이나 다 나쁘지 않아요 데일리 각질관리에 좋다는데 전반적으로 나쁘지 않아 맘에 듭니다 닦도는 큰 트러블 없으면 그냥저냥 써지는 것 같아요 이 제품 정말 구성비 갑
87,우선 넘나 착한 가격에  토너를 노 겟 하게 되어 좋습니다 토너는 역시 순하면서도 부담 없이 여러 번 두드려서 흡수시키는 맛에 쓰는데 자연 약쑥 토너 한참 쓸 거 같네요  아직 쓰던 토너가 남아서 발라보진 않고 향기만 맡아봤는데 너무 릴랙스 되고 좋은 향이 나네요  배송도 적당히 빠르고 좋았습니다
88,트러블 급 생기고 나서 이 토너만 사용하고 있어요 약쑥 토너라고 해서 쑥 냄새나면 어쩌나 했는데 완전 제 스타일이에요 향 뭐라 설명하긴 어려운데 약간 달달 한하면서 무겁지 않은 자연스러운 향 어쨌든 자꾸 맡고 싶어져요  촉촉한 토너인데 피부 답답하거나 무겁지는 않아요
89,향이 지나치게 강해서 첫 느낌이 별로였고요 진정 수분 기능이라 했는데 자극이 있습니다 화장솜에 묻혀 각지 제거용 토너로 사용하려고 대용량을 구매한 거지만 강한 향과 자극으로 각질 제거용으로도 사용하지 않게 되네요 좀 더 나은 걸 구매할 걸 그랬네요
90,주문 당시 도착 예정일보다 오히려 일찍 도착했네요 플라스틱으로 가볍고 군더더기 없이 심플한 디자인의 용기에 대용량이라 실속 있네요 향도 남녀 공용으로 사용해도 무리 없을 향이라 좋아요 유통기한 연월일까지 넉넉합니다
91,로션 바꾸고 나서 얼굴이 매일매일 필링 한 느낌이에요 세안하고 화장솜으로 정리해준다 얼굴이 부들부들해졌어요 아침에 화장이 잘 먹네요 쑥 이 들어가서 향 때문에 고민했는데 향도 거부감 없이 좋아요 가격도 너무 착하고 대만족입니다 쓰면 꼭 재구매하겠습니다
92,이미 사용한 제품이라  재구매 했어요 쿠폰이랑 이벤트 포인트로 정말 저렴하게 구매했습니다 쑥 향이 은은하게 나면서 예민한 피부에도 진정 효과가 크고 자극이 없어 정말 좋습니다 대용량이라 부담 없이 회 사용 시에도 충분한 양을 써도 오랫동안 사용할 수 있어요 추천합니다 꼭 사용해 보세요
93,저렴하게 구입했어요 쑥 냄새 강하다는 후기도 있었는데 생각보단 괜찮았고 스킨팩용으로 구매했는데 촉촉한데 끈적이지 않아 좋았고요 대용량에이라 부담 없이 팍팍 쓸 수 있을 것 같아요 미스트 공병에 담아서 수시로 뿌려주려고요
94,용량 대용량이고 향도 괜찮아요 사용된 원료는 좋은 건지 나쁜 건지 전문가가 아니라 모르겠지만 화장솜에 흠뻑 적셔서 입 주위랑 올려놓고 팩 대용으로 사용하니 그 다음날 화장 더 잘 받네요 계속해서 저렴한 가격으로 구매하고 싶어요 춘매  할 생각입니다 좋은 제품 많이 많이 만들어 주세요
95,배송은 빨라서 좋았고요 제품은 약쑥이라길래 약간 쑥 향이 나는 건강한 느낌 생각했는데 인공 레몬 오렌지향 같은 상큼한 냄새가 나네요 예전에 비슷한 향의 청소용 물티슈를 쓴 적이 있어서 일단 얼굴에 스킨팩처럼 써보니 자극은 없었고 촉촉해요 물 같은 느낌이라 생각했는데 마르고 나서 손에 약간의 끈적임까진 아니고 되직한 영양 에센스 바르고 나서 손에 남는 그런 비슷한 느낌이 남네요 겨울 되니 손이 건조해서 손등에도 스킨팩처럼 붙이고 있는데 얼굴에는 자극이 없었는데 의외로 손이 따끔따끔한 게 건조한 상태에 흡수되는 건지 성분 같은 게 자극이 된 건지 아직은 잘 모르겠네요 향은 무향이면 좋겠지만 개인 취향이라 넘어가고 저렴한 가격에 용량이 커서 좋아요 한번 쭉 써볼게요
96,닦토로 사용하는 스킨입니다 벌써 세 번째 구매예요 피부 트러블로 고생할 때 처음 샀는데 지금껏 애용하고 있어요 사실 이번 구매 전에 스킨으로 살짝 갈아탔었는데 저는 여기 스킨이 더 잘 맞아서 다시 돌아왔어요 피부 진정 각질제거에 좋아요 그리고 폼클렌징 증정 이벤트 하시는데 저는 쓰는 제품이 있어서 사장님께 안 주셔도 된다고 말씀드렸어요 그런데 웬걸  배송받아보니 핸드솝 같이 보내주셨네요 받자마자 써봤는데 향이 너무 좋아요 매번 피부에 잘 맞는 제품 저렴하게 사용해서 기분 좋았는데 이런 선물까지 함께 보내주시니 너무 감사하고 감격스럽습니다 잘 쓰겠습니다 감사합니다
97,다른 분 상품평엔 향이 진하다고 하시던데 저는 잘 모르겠어요 쑥 향이 은은한 게 괜찮네요 양이 많아 화장솜에 듬뿍 적셔서 닦아내니 개운해진 느낌이랄까 가격 대비 양도 많아서 부담 없이 팍팍 쓰기 좋은 것 같아요 원래 토너를 많이 쓰는 편인데 정말 맘에 드네요 다 쓰면 또 주문할 것 같아요 
98,세안 후 토너를 듬뿍  번 토닥토닥하는  습관으로 토너 사용량이 많다 보니 짐승 용량을 구매하게 되는데요 검색 중 후기가 좋아 첨으로 구매했는데요  사용감은 그다지  토닥였을 때  약간은 끈끈한 느낌 있고   파왁  스미는 느낌이 없어요 그냥 은은한 쑥 향으로  여름 보디용으로 사용 중이니
99,아직 쓰고 있는 제품이 있어서 써보고 나중에 구매후기 남길게요 처음에 왔는데 상품 속 박스는 찌그러지고 안에 용기 뚜껑은 개중 개가 깨져있어서 교환했는데 다행히 두 번째는 정상적으로 도착했네요 상담원도 친절히 교환 도와주었고요 써보고 구매후기 남길게요
100,우와 이 또 너 인생 토너가 될 거 같아요 딸이라 딸들 주려고 산 건데 한 통은 제가 따끔거림도 없는데 산뜻하고 향이 여름의 향이에요 에바스 꺼내요 젊은이 절 많이 쓰던 브랜드인데 역시 에바스 다운 향이에요 어쩜 이렇게 저렴해도 되는 건지 제가 항암제 복용을 해서 화장품 쓰기가 들었는데 이 라인으로 기초 샘플이라도 받아서 써보고 싶네 요대 중반 항암제 복용하는 아주 글 예민한 피부인데 너무 좋아요
101,작은 용량 쓰다가 대용량 쓰니 좋아요 한 통산 줄 알았는데 두통에 폼도왔어욬저녁마다 수분팩하는데 딱 좋아요 근데 저는 쓸 때마다 화하더라고요 잘 뒤집히는 편인데 언니가 쓰다 보면 괜찮대서 우선 계속 사용하고 있어요 나중에 한 달 후기 쓰러 올게요
102,처음 구매하는 토너라 설명 보고 구매하게 되었어요 토너치고는 향이 조금 있는 편이고요   개인 차이가 있게지만 뽀송함보다는 아주 조금은 끈적함이 있는 편인 것 같아요 잘은 모르지만 전 성분에 피이지가 있네요 하지만 식물추출물이 많이 많은 것 같네요 용량은 넉넉합니다
103,사은품 누락 사은품도 업체 맘대로 변동 첫 줄에 버젓이 선 젤 준다고 쓰여있는데 왜 안주냐 하니 개 구매부터 준다 했다가 다시 문의하니 기간이 아니라서 안 준댔다 가지 에스도 중간에서 나 몰라라 방관하는 업체 그냥 싼값으로 쓰실 분만 쓰세요 난 우리 집 먼지 닦이 용도로 쓰려고요 냄새가 구려서요
104,향도 스파클링 향같이 시원한 느낌입니다 유분기도 적당히 있어 건조하지 않고요 세안 후 얼굴에 노폐물이 있을까 싶어 닦아내는 용도로 쓰고 있어요 평소에도 닦아내는 용도로 사용하다 보니 토너 사용량이 많은데 저렴한 가격에 대용량으로 그것도 두 개씩이나 잘 산거 같아요
105,건조한 피부에 좋아요  하루 종일 에어컨이나 히터 켜놓고 생활하는 저 같은 사람들에게  건조하지 않고  보습력이 좋네요 가을겨울에   각질 보습까지 한꺼번에  관리하기 좋아요  여름엔 좀 답답하게 느껴질 수도 있겠지만  기대 이상입니다
106,진짜 구성비 값 수분크림이에요 향이나 발림성 너무 좋아요 이 더운 여름에 수분크림 잘 발라줘야죠 지금이라 얼른 구매했네요 최고예요 엄마랑 하나씩 나눠 쓸 거예요 맘에 듭니다 쑥 성분도 들어가고 진정도 된다니 지금 계절에 딱 필요한 제품
